Geneid	GeneType	Group	Dif_D6_1_S4	Dif_D6_2_S3	Dif_D6_3_S2	Dif_D6_4_S1	Undif_D2_1_S8	Undif_D2_2_S7	Undif_D2_3_S6	Undif_D2_4_S5
ENSMUSG00000027080.7	protein_coding	coding_genes	28	38	51	7	4	10	6	15
ENSMUSG00000109313.2	lncRNA	long_non_conding_RNA	4	0	0	1	0	0	0	0
ENSMUSG00000034786.18	protein_coding	coding_genes	0	8	2	9	0	0	1	0
ENSMUSG00000029759.10	protein_coding	coding_genes	14	14	9	18	0	0	0	2
ENSMUSG00000119801.1	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000112835.2	lncRNA	long_non_conding_RNA	1	5	0	0	0	0	0	3
ENSMUSG00000109796.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000084282.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000028832.12	protein_coding	coding_genes	4	3	4	2	0	5	0	1
ENSMUSG00000100893.2	lncRNA	long_non_conding_RNA	0	0	3	0	0	0	0	3
ENSMUSG00002075156.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000121056.1	lncRNA	long_non_conding_RNA	0	2	0	1	0	0	0	2
ENSMUSG00000089431.4	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000034354.18	protein_coding	coding_genes	101	88	94	66	4	12	17	19
ENSMUSG00000117418.2	lncRNA	long_non_conding_RNA	4	4	15	7	0	0	3	3
ENSMUSG00000060098.12	protein_coding	coding_genes	26	54	69	53	9	32	24	25
ENSMUSG00000073678.5	protein_coding	coding_genes	36	32	13	30	3	11	20	19
ENSMUSG00000057615.6	protein_coding	coding_genes	12	11	17	8	0	0	3	2
ENSMUSG00000110332.2	protein_coding	coding_genes	12	0	3	7	0	3	5	3
ENSMUSG00000105476.2	lncRNA	long_non_conding_RNA	2	0	7	6	0	2	1	0
ENSMUSG00002076857.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00002074920.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000019122.9	protein_coding	coding_genes	2	14	5	12	1	1	0	0
ENSMUSG00000120820.1	lncRNA	long_non_conding_RNA	0	1	0	1	0	0	0	0
ENSMUSG00000092387.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000115964.2	processed_pseudogene	pseudogenes	0	2	0	0	0	0	0	0
ENSMUSG00000085594.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	1
ENSMUSG00000009588.10	protein_coding	coding_genes	1	28	13	8	1	0	9	4
ENSMUSG00000064382.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000086812.3	protein_coding	coding_genes	0	3	2	0	0	0	0	1
ENSMUSG00000065600.3	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000026842.17	protein_coding	coding_genes	139	166	170	159	8	10	6	36
ENSMUSG00000099353.8	transcribed_unitary_pseudogene	pseudogenes	12	6	4	4	0	0	2	0
ENSMUSG00000027227.8	protein_coding	coding_genes	129	98	107	77	23	69	56	40
ENSMUSG00000074870.5	protein_coding	coding_genes	4	1	5	6	0	2	0	0
ENSMUSG00000006418.18	protein_coding	coding_genes	295	203	257	214	1	24	8	18
ENSMUSG00000113461.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000083091.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000041696.15	protein_coding	coding_genes	9	2	14	27	1	2	2	0
ENSMUSG00000102857.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000109823.2	lncRNA	long_non_conding_RNA	4	3	1	3	0	4	3	0
ENSMUSG00000100920.2	unprocessed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000070550.3	protein_coding	coding_genes	20	7	1	5	0	3	0	22
ENSMUSG00000082975.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000118044.2	processed_pseudogene	pseudogenes	1	0	4	0	0	0	0	0
ENSMUSG00000074366.10	protein_coding	coding_genes	0	0	4	0	0	0	1	0
ENSMUSG00000111078.2	lncRNA	long_non_conding_RNA	2	2	1	7	0	6	0	0
ENSMUSG00000089941.2	lncRNA	long_non_conding_RNA	0	1	4	2	0	0	0	0
ENSMUSG00002075666.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000066912.4	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000026208.10	protein_coding	coding_genes	73	76	40	60	17	25	37	58
ENSMUSG00000105503.2	lncRNA	long_non_conding_RNA	0	2	1	3	1	0	1	2
ENSMUSG00000098162.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	2
ENSMUSG00000075133.3	protein_coding	coding_genes	12	0	1	6	0	4	4	0
ENSMUSG00000116590.2	lncRNA	long_non_conding_RNA	1	2	0	5	0	0	0	3
ENSMUSG00000117928.2	processed_pseudogene	pseudogenes	0	1	0	1	0	0	0	0
ENSMUSG00000092414.2	unprocessed_pseudogene	pseudogenes	0	1	0	0	0	0	1	0
ENSMUSG00000105986.2	lncRNA	long_non_conding_RNA	0	1	1	2	1	0	0	0
ENSMUSG00000028451.13	protein_coding	coding_genes	3	20	11	19	0	0	0	0
ENSMUSG00000017561.17	protein_coding	coding_genes	76	64	61	64	3	31	19	21
ENSMUSG00000103000.2	TEC	unconfirmed_genes	21	12	10	13	0	0	0	0
ENSMUSG00000112270.2	lncRNA	long_non_conding_RNA	3	6	0	0	0	1	1	1
ENSMUSG00000113608.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	1	0	0
ENSMUSG00000057522.16	protein_coding	coding_genes	71	74	60	78	14	25	2	21
ENSMUSG00000101666.2	processed_pseudogene	pseudogenes	2	0	0	0	0	0	0	0
ENSMUSG00000085055.3	lncRNA	long_non_conding_RNA	6	2	3	8	0	0	0	0
ENSMUSG00000048949.9	processed_pseudogene	pseudogenes	15	11	19	5	2	1	0	2
ENSMUSG00000081784.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000095543.3	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000021733.12	protein_coding	coding_genes	46	36	68	37	3	15	30	19
ENSMUSG00000024218.14	protein_coding	coding_genes	26	49	39	41	7	13	6	1
ENSMUSG00000088750.3	snRNA	non_conding_RNA	0	0	0	1	0	0	0	0
ENSMUSG00000037351.10	protein_coding	coding_genes	146	75	140	103	1	16	31	8
ENSMUSG00000032623.10	protein_coding	coding_genes	15	6	10	14	0	0	0	3
ENSMUSG00000078262.6	protein_coding	coding_genes	0	1	0	0	0	0	0	0
ENSMUSG00000111105.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000106249.2	lncRNA	long_non_conding_RNA	0	1	0	1	0	0	1	0
ENSMUSG00000120375.1	lncRNA	long_non_conding_RNA	0	0	0	0	0	1	1	0
ENSMUSG00000084939.4	lncRNA	long_non_conding_RNA	16	1	4	3	0	1	1	0
ENSMUSG00000057050.8	protein_coding	coding_genes	7	13	3	2	0	0	5	0
ENSMUSG00000021301.10	protein_coding	coding_genes	93	65	90	82	3	8	12	9
ENSMUSG00000086367.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000116737.2	lncRNA	long_non_conding_RNA	0	0	0	2	0	0	0	0
ENSMUSG00000065155.3	snRNA	non_conding_RNA	1	0	0	0	0	0	0	0
ENSMUSG00000104795.2	TEC	unconfirmed_genes	0	0	5	1	0	0	0	0
ENSMUSG00000091223.3	processed_pseudogene	pseudogenes	1	0	0	0	0	0	0	1
ENSMUSG00000114234.2	processed_pseudogene	pseudogenes	0	4	2	0	0	0	0	1
ENSMUSG00000109378.2	protein_coding	coding_genes	0	1	0	3	0	2	0	0
ENSMUSG00000119866.1	snRNA	non_conding_RNA	0	0	0	2	0	0	0	0
ENSMUSG00000046683.17	lncRNA	long_non_conding_RNA	0	0	0	1	0	0	1	0
ENSMUSG00000112780.2	lncRNA	long_non_conding_RNA	1	5	1	6	0	3	2	0
ENSMUSG00000096289.5	protein_coding	coding_genes	0	4	2	0	0	0	2	0
ENSMUSG00000083748.2	processed_pseudogene	pseudogenes	3	4	3	2	0	0	0	0
ENSMUSG00000081811.2	processed_pseudogene	pseudogenes	0	6	0	0	0	0	0	0
ENSMUSG00000002489.17	protein_coding	coding_genes	140	97	125	144	3	19	25	53
ENSMUSG00002076439.1	rRNA	non_conding_RNA	3	2	12	2	0	1	4	2
ENSMUSG00000024269.12	protein_coding	coding_genes	7	6	0	11	1	2	5	2
ENSMUSG00000078772.3	protein_coding	coding_genes	2	0	0	0	0	0	0	0
ENSMUSG00000001014.7	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000120402.1	lncRNA	long_non_conding_RNA	2	2	0	1	1	2	2	0
ENSMUSG00000117363.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00002074985.1	misc_RNA	non_conding_RNA	1	0	3	5	0	0	0	0
ENSMUSG00000036928.15	protein_coding	coding_genes	199	258	266	175	71	345	443	483
ENSMUSG00000110397.3	TEC	unconfirmed_genes	8	1	0	4	0	1	0	1
ENSMUSG00000106759.2	unprocessed_pseudogene	pseudogenes	38	1	18	22	0	0	5	0
ENSMUSG00000120885.1	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000081245.3	processed_pseudogene	pseudogenes	0	0	1	0	0	0	0	1
ENSMUSG00000104822.2	TEC	unconfirmed_genes	3	1	0	1	0	0	2	1
ENSMUSG00000077607.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000091733.2	protein_coding	coding_genes	0	0	1	0	0	0	0	0
ENSMUSG00000050855.17	protein_coding	coding_genes	79	51	39	90	19	10	3	40
ENSMUSG00000113043.2	processed_pseudogene	pseudogenes	0	1	0	0	0	0	1	0
ENSMUSG00000084940.3	lncRNA	long_non_conding_RNA	1	6	0	0	0	5	1	0
ENSMUSG00000050423.12	protein_coding	coding_genes	13	7	15	23	0	10	0	0
ENSMUSG00000109405.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000095098.3	protein_coding	coding_genes	21	15	29	10	3	9	7	5
ENSMUSG00000016757.12	protein_coding	coding_genes	65	64	81	68	13	9	7	13
ENSMUSG00000061313.11	protein_coding	coding_genes	69	68	63	38	1	8	14	10
ENSMUSG00000026080.15	protein_coding	coding_genes	21	45	33	45	0	6	13	2
ENSMUSG00000037660.6	protein_coding	coding_genes	4	1	1	4	0	0	1	2
ENSMUSG00000029205.13	protein_coding	coding_genes	2	4	4	19	0	8	2	6
ENSMUSG00000112927.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000109888.2	lncRNA	long_non_conding_RNA	2	2	0	6	0	0	0	0
ENSMUSG00000102439.5	protein_coding	coding_genes	23	5	14	6	3	12	1	0
ENSMUSG00000086877.9	lncRNA	long_non_conding_RNA	9	1	4	11	0	1	4	6
ENSMUSG00002075248.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000107951.2	processed_pseudogene	pseudogenes	0	0	2	0	0	0	0	0
ENSMUSG00000100985.3	lncRNA	long_non_conding_RNA	2	6	6	4	0	0	1	0
ENSMUSG00000121148.1	lncRNA	long_non_conding_RNA	3	7	4	2	0	4	1	2
ENSMUSG00000077581.3	snoRNA	non_conding_RNA	1	2	2	2	0	0	0	0
ENSMUSG00000096316.8	protein_coding	coding_genes	0	0	0	1	0	0	0	0
ENSMUSG00000105568.2	TEC	unconfirmed_genes	0	8	4	8	0	0	0	1
ENSMUSG00000087020.3	lncRNA	long_non_conding_RNA	7	2	0	2	0	2	2	0
ENSMUSG00000110424.3	lncRNA	long_non_conding_RNA	12	11	14	8	2	5	5	8
ENSMUSG00000075198.3	protein_coding	coding_genes	1	5	0	6	0	0	2	0
ENSMUSG00000120912.1	lncRNA	long_non_conding_RNA	2	2	0	4	0	0	0	0
ENSMUSG00000097628.2	processed_pseudogene	pseudogenes	1	0	0	0	0	0	0	0
ENSMUSG00000080054.4	processed_pseudogene	pseudogenes	0	0	0	0	0	2	0	0
ENSMUSG00000085686.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000027215.14	protein_coding	coding_genes	195	160	155	111	0	7	22	13
ENSMUSG00000031179.15	protein_coding	coding_genes	117	136	121	105	0	2	0	8
ENSMUSG00000086904.2	lncRNA	long_non_conding_RNA	12	4	8	26	0	0	0	2
ENSMUSG00000103065.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000115007.3	lncRNA	long_non_conding_RNA	2	1	5	3	1	6	0	1
ENSMUSG00000068082.14	protein_coding	coding_genes	2	0	0	1	0	0	0	0
ENSMUSG00000048411.5	protein_coding	coding_genes	4	15	4	5	0	0	0	4
ENSMUSG00000020929.15	protein_coding	coding_genes	145	157	144	144	14	46	51	67
ENSMUSG00000014767.18	protein_coding	coding_genes	38	37	67	72	0	15	14	4
ENSMUSG00000113553.2	lncRNA	long_non_conding_RNA	2	2	3	0	0	0	2	7
ENSMUSG00000108697.2	TEC	unconfirmed_genes	0	0	1	1	0	0	0	0
ENSMUSG00000083183.2	processed_pseudogene	pseudogenes	15	1	7	11	0	3	0	2
ENSMUSG00000095125.3	protein_coding	coding_genes	10	23	21	22	1	8	2	13
ENSMUSG00000106760.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000035620.16	protein_coding	coding_genes	60	50	56	54	8	16	13	25
ENSMUSG00000102949.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000053801.19	protein_coding	coding_genes	53	34	44	67	0	9	11	15
ENSMUSG00000109915.2	lncRNA	long_non_conding_RNA	0	5	2	3	0	0	0	1
ENSMUSG00000093671.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000007476.19	protein_coding	coding_genes	49	51	46	39	1	6	0	8
ENSMUSG00000118136.2	lncRNA	long_non_conding_RNA	0	0	4	0	0	0	3	0
ENSMUSG00002075758.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000106194.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000044574.6	lncRNA	long_non_conding_RNA	20	11	5	19	0	10	8	14
ENSMUSG00000082018.3	processed_pseudogene	pseudogenes	1	0	0	1	0	0	0	0
ENSMUSG00000091288.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000049680.18	protein_coding	coding_genes	45	55	40	37	12	7	17	19
ENSMUSG00000116682.2	TEC	unconfirmed_genes	3	4	1	5	0	0	0	0
ENSMUSG00000032999.11	protein_coding	coding_genes	19	10	12	17	0	1	1	3
ENSMUSG00000092506.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000033850.6	protein_coding	coding_genes	0	0	2	0	0	0	1	0
ENSMUSG00000034557.15	protein_coding	coding_genes	12	14	27	27	0	3	15	2
ENSMUSG00000085713.2	lncRNA	long_non_conding_RNA	14	13	16	13	0	0	0	0
ENSMUSG00000054013.7	protein_coding	coding_genes	13	7	4	10	0	8	3	2
ENSMUSG00000000326.14	protein_coding	coding_genes	32	21	20	21	0	1	4	3
ENSMUSG00000114299.2	protein_coding	coding_genes	0	0	0	0	0	6	0	0
ENSMUSG00000053852.12	protein_coding	coding_genes	17	43	13	26	0	5	5	5
ENSMUSG00000112362.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000031640.12	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000059645.7	protein_coding	coding_genes	1	0	5	0	0	0	1	0
ENSMUSG00002076950.1	snRNA	non_conding_RNA	1	0	1	1	0	0	0	0
ENSMUSG00000101758.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000083210.2	processed_pseudogene	pseudogenes	28	19	28	40	0	0	0	0
ENSMUSG00000078354.2	protein_coding	coding_genes	1	2	0	4	0	0	0	0
ENSMUSG00000117994.2	lncRNA	long_non_conding_RNA	2	3	11	7	0	0	0	2
ENSMUSG00000108724.3	lncRNA	long_non_conding_RNA	1	5	2	4	0	1	0	0
ENSMUSG00000092480.2	unprocessed_pseudogene	pseudogenes	0	1	0	0	0	0	0	0
ENSMUSG00000093818.2	IG_D_gene	Ig_genes	0	0	0	0	0	0	0	0
ENSMUSG00000081876.2	processed_pseudogene	pseudogenes	3	0	0	0	0	0	0	0
ENSMUSG00000020548.11	protein_coding	coding_genes	7	6	1	11	0	0	4	1
ENSMUSG00000038156.17	protein_coding	coding_genes	18	6	25	45	3	10	4	9
ENSMUSG00000022106.15	protein_coding	coding_genes	30	29	19	25	0	10	1	8
ENSMUSG00000120467.1	lncRNA	long_non_conding_RNA	4	0	5	8	0	0	0	0
ENSMUSG00000064310.11	protein_coding	coding_genes	0	4	11	16	0	0	0	0
ENSMUSG00000115491.2	processed_pseudogene	pseudogenes	0	1	2	3	0	0	0	0
ENSMUSG00000091315.2	processed_pseudogene	pseudogenes	0	0	1	0	0	0	0	0
ENSMUSG00000116829.2	processed_pseudogene	pseudogenes	1	0	4	3	0	2	0	0
ENSMUSG00000086459.3	lncRNA	long_non_conding_RNA	2	1	1	2	0	0	1	0
ENSMUSG00000097063.5	lncRNA	long_non_conding_RNA	0	3	4	4	0	0	0	0
ENSMUSG00000104887.2	unprocessed_pseudogene	pseudogenes	0	7	0	1	0	0	0	0
ENSMUSG00000102950.2	TEC	unconfirmed_genes	3	14	9	3	0	0	0	0
ENSMUSG00000111171.2	lncRNA	long_non_conding_RNA	6	1	9	3	0	0	2	0
ENSMUSG00000090097.9	protein_coding	coding_genes	3	1	1	1	0	0	0	0
ENSMUSG00000114326.2	processed_pseudogene	pseudogenes	0	1	1	0	0	0	0	0
ENSMUSG00000102384.2	lncRNA	long_non_conding_RNA	0	0	0	3	0	0	0	0
ENSMUSG00000107533.2	processed_pseudogene	pseudogenes	0	0	0	1	0	0	1	0
ENSMUSG00000119958.1	lncRNA	long_non_conding_RNA	20	2	6	6	1	0	2	7
ENSMUSG00000037242.9	protein_coding	coding_genes	535	463	491	380	20	42	48	68
ENSMUSG00000094444.3	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000112872.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00002075193.1	miRNA	non_conding_RNA	2	0	0	0	0	0	0	0
ENSMUSG00000081903.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	2	0
ENSMUSG00000121093.1	lncRNA	long_non_conding_RNA	5	11	10	1	0	1	0	1
ENSMUSG00000028654.14	protein_coding	coding_genes	8	10	3	22	6	0	4	21
ENSMUSG00000110006.2	lncRNA	long_non_conding_RNA	0	0	1	3	0	0	0	0
ENSMUSG00000031691.15	protein_coding	coding_genes	313	238	301	204	3	48	28	38
ENSMUSG00000105030.3	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000071415.7	protein_coding	coding_genes	28	20	38	17	0	37	14	9
ENSMUSG00000099027.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000092990.3	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000117455.2	processed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000087085.2	lncRNA	long_non_conding_RNA	0	0	0	2	0	0	0	0
ENSMUSG00000110489.3	lncRNA	long_non_conding_RNA	4	0	0	0	0	0	0	0
ENSMUSG00000042581.15	protein_coding	coding_genes	36	35	8	19	1	8	1	7
ENSMUSG00000103696.2	TEC	unconfirmed_genes	137	96	129	111	0	0	10	1
ENSMUSG00000120977.1	lncRNA	long_non_conding_RNA	7	0	7	0	0	0	0	2
ENSMUSG00000104914.3	miRNA	non_conding_RNA	6	3	17	15	0	16	0	2
ENSMUSG00000086969.2	lncRNA	long_non_conding_RNA	3	6	4	5	0	0	0	1
ENSMUSG00000097573.4	lncRNA	long_non_conding_RNA	0	1	0	0	2	2	3	0
ENSMUSG00000090124.8	protein_coding	coding_genes	5	6	2	1	0	0	3	0
ENSMUSG00000113135.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000108279.2	processed_pseudogene	pseudogenes	3	0	0	5	0	0	0	0
ENSMUSG00000101193.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000021936.15	protein_coding	coding_genes	68	33	63	43	7	11	11	1
ENSMUSG00000102411.2	TEC	unconfirmed_genes	4	3	9	0	1	1	0	1
ENSMUSG00000037752.5	protein_coding	coding_genes	24	39	24	24	2	5	9	5
ENSMUSG00000019373.12	protein_coding	coding_genes	37	54	40	45	6	16	11	6
ENSMUSG00000020167.15	protein_coding	coding_genes	76	83	77	69	44	23	51	73
ENSMUSG00000111681.2	TEC	unconfirmed_genes	9	2	5	6	0	0	1	0
ENSMUSG00000082649.2	processed_pseudogene	pseudogenes	2	3	0	0	1	0	0	0
ENSMUSG00000043716.14	protein_coding	coding_genes	57	46	52	48	4	12	20	26
ENSMUSG00000089615.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000077673.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00002075220.1	rRNA	non_conding_RNA	148	180	214	152	11	77	118	165
ENSMUSG00000100028.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000121120.1	lncRNA	long_non_conding_RNA	0	6	1	6	0	0	0	0
ENSMUSG00000040591.19	protein_coding	coding_genes	12	20	5	5	6	8	3	0
ENSMUSG00000087112.2	unprocessed_pseudogene	pseudogenes	0	0	1	0	0	0	0	0
ENSMUSG00000110516.2	TEC	unconfirmed_genes	3	5	0	0	0	0	0	0
ENSMUSG00000103723.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	1	0
ENSMUSG00000001333.10	protein_coding	coding_genes	9	7	6	15	0	0	0	1
ENSMUSG00000090634.2	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000064566.3	snRNA	non_conding_RNA	1	5	0	0	0	1	1	0
ENSMUSG00000076508.4	IG_V_gene	Ig_genes	0	0	0	0	0	0	0	0
ENSMUSG00000075170.5	protein_coding	coding_genes	9	1	5	14	0	0	0	7
ENSMUSG00000052616.11	protein_coding	coding_genes	4	6	7	7	0	9	2	5
ENSMUSG00000038015.7	protein_coding	coding_genes	2	1	1	5	0	2	0	0
ENSMUSG00000038498.5	protein_coding	coding_genes	12	17	22	9	0	7	4	1
ENSMUSG00000108306.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000039163.11	protein_coding	coding_genes	19	16	10	6	1	3	14	4
ENSMUSG00000101220.2	processed_pseudogene	pseudogenes	2	0	0	3	0	0	0	0
ENSMUSG00000028273.16	protein_coding	coding_genes	47	43	75	39	3	7	0	10
ENSMUSG00000110490.2	unprocessed_pseudogene	pseudogenes	3	7	0	8	0	0	0	0
ENSMUSG00000095217.2	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000083275.2	processed_pseudogene	pseudogenes	19	28	16	12	2	6	2	5
ENSMUSG00000113645.2	lncRNA	long_non_conding_RNA	5	11	5	14	0	2	0	1
ENSMUSG00000048503.8	protein_coding	coding_genes	5	5	15	14	2	14	6	2
ENSMUSG00000063506.15	protein_coding	coding_genes	30	47	42	40	0	9	0	7
ENSMUSG00000046000.6	protein_coding	coding_genes	2	8	6	15	0	2	0	0
ENSMUSG00000115073.2	TEC	unconfirmed_genes	0	10	0	0	0	0	0	0
ENSMUSG00000093763.3	miRNA	non_conding_RNA	8	3	2	0	0	1	0	3
ENSMUSG00000077700.4	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000104469.2	TEC	unconfirmed_genes	3	5	0	2	1	0	0	1
ENSMUSG00000067212.9	protein_coding	coding_genes	3	6	10	16	2	0	1	2
ENSMUSG00000021555.16	protein_coding	coding_genes	118	95	106	71	7	27	18	19
ENSMUSG00000098346.3	miRNA	non_conding_RNA	35	18	44	16	7	22	1	7
ENSMUSG00000049249.3	transcribed_processed_pseudogene	pseudogenes	3	0	0	2	0	0	0	0
ENSMUSG00000029408.14	protein_coding	coding_genes	6	15	18	17	0	2	1	2
ENSMUSG00000048495.17	protein_coding	coding_genes	21	14	16	22	0	0	1	3
ENSMUSG00000114957.2	lncRNA	long_non_conding_RNA	3	0	0	5	0	0	0	0
ENSMUSG00000109981.2	lncRNA	long_non_conding_RNA	1	2	1	5	0	0	0	0
ENSMUSG00000021123.13	protein_coding	coding_genes	2	6	2	2	0	1	0	0
ENSMUSG00000085805.2	lncRNA	long_non_conding_RNA	2	0	0	0	0	0	0	0
ENSMUSG00000026923.16	protein_coding	coding_genes	55	58	65	62	7	33	35	48
ENSMUSG00000041777.13	protein_coding	coding_genes	4	6	3	3	0	0	3	0
ENSMUSG00000037813.14	protein_coding	coding_genes	15	8	8	12	0	1	3	0
ENSMUSG00000026100.7	protein_coding	coding_genes	8	4	3	1	0	0	3	0
ENSMUSG00000112454.2	lncRNA	long_non_conding_RNA	0	0	0	0	1	0	2	0
ENSMUSG00000107598.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000082084.2	unprocessed_pseudogene	pseudogenes	0	0	0	2	0	0	0	1
ENSMUSG00000108816.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	1	0
ENSMUSG00000081968.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000117037.2	transcribed_processed_pseudogene	pseudogenes	4	4	0	5	2	3	2	1
ENSMUSG00000115100.2	lncRNA	long_non_conding_RNA	62	47	65	40	7	33	31	41
ENSMUSG00000105095.2	TEC	unconfirmed_genes	2	0	0	2	0	0	0	0
ENSMUSG00000120559.1	lncRNA	long_non_conding_RNA	11	5	13	10	0	2	0	0
ENSMUSG00000097155.2	lncRNA	long_non_conding_RNA	2	7	2	11	0	0	1	1
ENSMUSG00000067722.5	protein_coding	coding_genes	18	13	30	8	1	15	12	3
ENSMUSG00000060756.6	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000092572.9	protein_coding	coding_genes	10	25	15	16	0	3	2	1
ENSMUSG00000018569.13	protein_coding	coding_genes	38	43	34	27	3	23	16	14
ENSMUSG00000086431.2	lncRNA	long_non_conding_RNA	9	0	0	1	0	0	0	0
ENSMUSG00000091407.3	protein_coding	coding_genes	2	4	1	4	0	3	0	3
ENSMUSG00000104979.3	miRNA	non_conding_RNA	2	6	13	5	6	16	1	0
ENSMUSG00000037334.3	protein_coding	coding_genes	7	2	3	2	0	0	0	4
ENSMUSG00000015652.10	protein_coding	coding_genes	6	1	3	0	0	1	4	0
ENSMUSG00000111263.2	processed_pseudogene	pseudogenes	1	0	2	3	0	0	1	0
ENSMUSG00000084048.2	processed_pseudogene	pseudogenes	0	0	0	0	0	2	0	0
ENSMUSG00000029027.10	protein_coding	coding_genes	18	36	40	19	0	3	4	6
ENSMUSG00000100659.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000082111.2	processed_pseudogene	pseudogenes	2	0	4	3	0	0	3	0
ENSMUSG00000028100.12	protein_coding	coding_genes	2	1	3	6	0	1	6	4
